cu_base_index,cu_charge_rt,cu_etn_yn,cu_fund_mgmt_co,cu_index_repl_mthd,cu_index_tracking_yn,cu_inverse_short_yn,cu_lev_fector,cu_strtegy,cu_upt_dt,du_base_dt_match_yn,du_bpr,du_clpr,du_clpr_base_dt,du_clpr_src,du_diff_rt,du_er_1d,du_hpr,du_last_aum,du_last_nav,du_lpr,du_nav_base_dt,du_opr,du_upt_dt,du_val_1d,du_vol_1d,pd_abrv_nm,pd_curr_cd,pd_exg_mkt_cd,pd_grp_no,pd_isin_cd,pd_itm_no,pd_itm_no_ma,pd_lipper_id,pd_lstg_dt,pd_lst_price,pd_lst_stk_cnt,pd_mkt_id,pd_nm,pd_sale_yn,pd_trd_ccy,pd_tr_yn,pd_us_cik,ru_mkt_price,ru_mkt_volume,wu_core_yn,wu_inv_ast_type,wu_inv_rgn,wu_upt_dt
Index is not provided by Management Company,0.790000,,Innovator Capital Management LLC,,,,,"The Fund seeks to deliver growth by capturing gains in the underlying ETF up to the Upside Cap, while offering downside protection. If the ETF declines moderately, the Fund can generate positive returns that offset those losses, and if losses are larger, the Fund provides a 15% buffer against ETF declined.",20260614,N,19.94500000,20.06000000,20260616,pd65n101.tday_clpr,,0.000000,20.09000000,74220000.00,,20.03000000,2026-06-14 00:00:00,20.08000000,20260616,576503.00000000,28736.00000000,DDFY,USD,AMX,ETF,US45784N3382,DDFY.K,DDFY.K,40306630,20260430,0E-8,3725000.00,US,Innovator Eq Dual Directional 15 Buffer ETF - May,1,USD,0,1415726,20.06000000,28736.00000000,,Alternatives,United States of America,20260614
MSCI USA/Comm SVC TR,0.250000,,Global X Management Co LLC,Optimized,Y,,,"""The Fund seeks to provide investment results that correspond generally to the price and yield performance before fees and expenses of the MSCI USA Communication Services Index (""""Underlying Index""""). Under normal circumstances the Fund invests at least 80% of its net assets in the Communication Services sector.""",20260614,N,30.42000000,31.17000000,20260616,pd65n101.tday_clpr,,0.000000,31.39000000,75680000.00,,31.04500000,2026-06-14 00:00:00,31.04500000,20260616,1680642.00000000,53773.00000000,GXPC,USD,AMX,ETF,US37960A2978,GXPC.K,GXPC.K,40304184,20250722,0E-8,2490000.00,US,Global X PureCap MSCI Communication Services ETF,1,USD,0,1432353,31.17000000,53773.00000000,,Equity,United States of America,20260614
S&P 500 TR,0.990000,,Tidal Investments LLC,,,,,"The Fund seeks current income as its primary objective. The Fund's secondary investment objective is to seek exposure to the share price of the common stock of Tesla, Inc. (TSLA), subject to a limit on potential investment gains. The Fund will seek to employ its investment strategy as it relates to TSLA.",20260614,N,28.25000000,28.45000000,20260616,pd65n101.tday_clpr,,0.000000,28.67000000,841880000.00,,28.28820000,2026-06-14 00:00:00,28.50000000,20260616,12936899.00000000,455071.00000000,TSLY,USD,AMX,ETF,US88636X8801,TSLY.K,TSLY.K,40235761,20221122,0E-8,29729965.00,US,YieldMax TSLA Option Income Strategy ETF,1,USD,0,1924868,28.45000000,455071.00000000,,Alternatives,United States of America,20260614
Bloomberg U.S. Aggregate Bond TR,0.190000,,Principal Global Investors LLC,,,,,"The Fund seeks to provide current income and, as a secondary objective, capital appreciation. The Fund seeks to invest at least 80% of its net assets in investment grade corporate bonds and other fixed income securities at the time of purchase, and to maintain an average portfolio duration of 7.50 years.",20260614,N,20.63990000,20.68000000,20260616,pd65n101.tday_clpr,,0.000000,20.68010000,179110000.00,,20.64010000,2026-06-14 00:00:00,20.68000000,20260616,481832.00000000,23323.00000000,IG,USD,AMX,ETF,US74255Y8214,IG,IG,40223983,20180418,0E-8,8700001.00,US,Principal Investment Grade Corporate ETF,1,USD,0,1572661,20.68000000,23323.00000000,,Bond,United States of America,20260614
Index is not provided by Management Company,0.800000,,Virtus Investment Advisers LLC,,,,,"The Fund seeks long-term capital appreciation. Under normal circumstances, the Fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in securities of medium market capitalization companies that the sub-adviser believed to be undervalued relative to their future growth potential.",20260614,N,25.09230000,25.28000000,20260616,pd65n101.tday_clpr,,0.000000,25.39000000,47750000.00,,25.27000000,2026-06-14 00:00:00,25.30100000,20260616,647435.00000000,25524.00000000,KMID,USD,AMX,ETF,US92790A8687,KMID.K,KMID.K,40302188,20241015,0E-8,1900004.00,US,Virtus KAR Mid-Cap ETF,1,USD,0,1648403,25.28000000,25524.00000000,,Equity,United States of America,20260614
Index is not provided by Management Company,0.000000,,Rayliant Investment Research,,,,,"The Fund seeks long-term capital appreciation. Under normal circumstances, the Fund will invest at least 80% of its net assets in equity securities of issuers located in Japan. The equity securities in which the Fund primarily invests are common stock and preferred stock determined by the Sub-Adviser.",20260614,N,38.96880000,39.93500000,20260616,pd65n101.tday_clpr,,0.000000,39.93500000,44910000.00,,38.96880000,2026-06-14 00:00:00,38.96880000,20260616,2923.00000000,75.00000000,RAYJ,USD,AMX,ETF,US00775Y3559,RAYJ.K,RAYJ.K,40301356,20240403,0E-8,1175000.00,US,Rayliant SMDAM Japan Equity ETF,1,USD,0,1593547,39.93500000,75.00000000,,Equity,Japan,20260614
Index is not provided by Management Company,0.450000,,Corgi Strategies LLC,,,,,"The Fund seeks daily investment results, before fees and expenses, that correlate to two times the daily performance of the State Street Consumer Discretionary Select Sector SPDR Fund. The Fund will invest at least 80% of the value of its net assets, plus any borrowings for investment purposes, in financial instruments.",20260614,N,24.38080000,25.26530000,20260616,pd65n101.tday_clpr,,0.000000,24.46270000,240000.00,24.000000,24.46270000,2026-06-14 00:00:00,24.46270000,20260613,0E-8,0E-8,XLYX,USD,AMX,ETF,US21874W8432,XLYX.K,XLYX.K,40306930,20260602,0E-8,10000.00,US,Corgi US Consumer Discretionary 2x Daily ETF,1,USD,0,2078265,24.46270000,0E-8,,Alternatives,United States of America,20260614
Index is not provided by Management Company,0.190000,,PGIM Investments LLC,,,,,"The Fund seeks long-term capital appreciation. Under normal circumstances, the Fund is an actively managed ETF & invests at least 80% of its investable assets in equity and equity-related securities of US companies. The term investable assets refers to the Fund's net assets plus any borrowings for investment purposes.",20260614,N,50.50270000,51.33520000,20260616,pd65n101.tday_clpr,,0.000000,50.68520000,6590000.00,,50.68520000,2026-06-14 00:00:00,50.68520000,20260613,0E-8,0E-8,PJUS,USD,AMX,ETF,US69344A6938,PJUS.K,PJUS.K,40306795,20260520,0E-8,130000.00,US,PGIM Jennison U.S. Core Equity ETF,1,USD,0,1727074,50.68520000,0E-8,,Equity,United States of America,20260614
Index is not provided by Management Company,0.690000,,Calamos Advisors LLC,,,,,"The Fund seeks to provide investment results that, before taking fees and expenses into account, match the positive price return of the Invesco QQQ Trust, Series 1 up to a cap of 8.67% while protecting against 100% of negative price return of Underlying ETF for the period from December 1, 2024 through November 30, 2025.",20260614,N,27.32990000,27.40660000,20260616,pd65n101.tday_clpr,,0.000000,27.40660000,,,27.39000000,2026-06-14 00:00:00,27.39000000,20260616,0E-8,0E-8,CPNQ,USD,AMX,ETF,US12811T8523,CPNQ.K,CPNQ.K,40302759,20241202,0E-8,0.00,US,Calamos Nasdaq-100 Structured Alt Prot ETF - Dec,1,USD,0,1579881,27.40660000,0E-8,,Alternatives,United States of America,20260614
Index is not provided by Management Company,0.500000,,Invesco Capital Management LLC,,,,,"The Fund seeks long-term capital appreciation. It is actively managed exchange traded fund that seeks to achieve its investment objective by taking both long and short positions in derivative contracts. The derivative contracts in which Fund may invest in futures contracts, foreign currency forward contracts, and swaps.",20260614,N,51.53630000,51.66990000,20260616,pd65n101.tday_clpr,,0.000000,51.67000000,306110000.00,,51.55000000,2026-06-14 00:00:00,51.59000000,20260616,118104.00000000,2290.00000000,IMF,USD,AMX,ETF,US46127B1061,IMF,IMF,40303374,20250319,0E-8,5940001.00,US,Invesco Managed Futures Strategy ETF,1,USD,0,1418144,51.66990000,2290.00000000,,Alternatives,United States of America,20260614
Dow Jones US Semiconductors TR,0.000000,,ProShare Advisors LLC,Swap,Y,Y,,"The Fund seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the Dow Jones U.S. Semiconductors Index.",20260614,N,12.90000000,11.69000000,20260616,pd65n101.tday_clpr,,0.000000,12.09000000,48320000.00,,11.67000000,2026-06-14 00:00:00,11.95000000,20260616,11120329.00000000,936737.00000000,SSG,USD,AMX,ETF,US74350P5843,SSG,SSG,40111534,20070130,0E-8,3753496.00,US,ProShares UltraShort Semiconductors,1,USD,0,1174610,11.69000000,936737.00000000,N,Alternatives,United States of America,20260614
Index is not provided by Management Company,0.850000,,Innovator Capital Management LLC,,,,,"The Fund seeks to provide investors with returns that match the price return of the iShares MSCI EAFE ETF, up to the upside cap of 20.95% (prior to taking into account management fees) while providing a buffer against the first 15% of iShares MSCI EAFE ETF losses, over the period from May 1, 2024 through April 30, 2025.",20260614,N,31.65510000,31.77570000,20260616,pd65n101.tday_clpr,,0.000000,31.86000000,55200000.00,,31.77570000,2026-06-14 00:00:00,31.86000000,20260616,28250.00000000,888.00000000,IMAY,USD,AMX,ETF,US45783Y2937,IMAY.K,IMAY.K,40301445,20240430,0E-8,1750000.00,US,Innovator Intl Developed Power Buffer ETF - May,1,USD,0,1415726,31.77570000,888.00000000,,Alternatives,Global Ex US,20260614
S&P SmallCap 600 Capped Consumer Staples TR,0.290000,,Invesco Capital Management LLC,Optimized,Y,,,The Fund seeks to track the investment results of an Underlying Index. The Fund generally will invest at least 90% of its total assets in the securities of small-capitalization US consumer staples companies that are engaged in the business of providing consumer goods and services that have non-cyclical characteristics.,20260614,N,34.90750000,34.97310000,20260616,pd65n101.tday_clpr,,0.000000,35.17000000,34580000.00,,34.92000000,2026-06-14 00:00:00,35.17000000,20260616,302655.00000000,8647.00000000,PSCC,USD,NAS,ETF,US46138E1727,PSCC.O,PSCC.O,40182508,20100406,0E-8,990000.00,US,Invesco S&P SmallCap Consumer Staples ETF,1,USD,0,1378872,34.97310000,8647.00000000,,Equity,United States of America,20260614
Index is not provided by Management Company,0.350000,,Corgi Strategies LLC,,,,,"The Fund seeks capital appreciation. The Fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in a portfolio of companies materially involved in the research, development, manufacturing, and commercialization of quantum computing and quantum-enabled technologies.",20260614,N,28.16110000,31.68000000,20260616,pd65n101.tday_clpr,,0.000000,32.12150000,10700000.00,,29.86000000,2026-06-14 00:00:00,29.86000000,20260616,2609866.00000000,83372.00000000,CQTM,USD,AMX,ETF,US2189467705,CQTM.K,CQTM.K,40306706,20260505,0E-8,380000.00,US,Corgi Quantum Computing ETF,1,USD,0,2078265,31.68000000,83372.00000000,,Equity,United States of America,20260614
Index is not provided by Management Company,0.450000,,Empowered Funds LLC,,,,,"The Fund seeks to achieve long-term growth of capital and generate current income, also invest across a variety of sectors, and actively managed exchange-traded fund. Under normal circumstances, the Fund invests at least 80% of its net assets in equity securities or ETFs that provide exposure to equity securities.",20260614,N,44.37720000,45.88360000,20260616,pd65n101.tday_clpr,,0.000000,46.06000000,285660000.00,,45.76000000,2026-06-14 00:00:00,45.76000000,20260616,190793.00000000,4159.00000000,AFOS,USD,NAS,ETF,US02072Q5311,AFOS.O,AFOS.O,40303936,20250625,0E-8,6440000.00,US,ARS Focused Opportunities Strategy ETF,1,USD,0,1592900,45.88360000,4159.00000000,,Equity,United States of America,20260614
Index is not available on Lipper Database,0.000000,,ProShare Advisors LLC,Optimized,Y,,,"The Fund seeks investment results, before fees and expenses, that track the performance of the LPX Direct Listed Private Equity Index. The Fund invests in securities that ProShare Advisors believes should track the performance of the Index. The Fund will invest at least 80% of its total assets in component securities.",20260614,N,22.05870000,22.03500000,20260616,pd65n101.tday_clpr,,0.000000,22.15000000,11070000.00,,22.03500000,2026-06-14 00:00:00,22.11500000,20260616,73607.00000000,3329.00000000,PEX,USD,AMX,ETF,US74348A5332,PEX,PEX,40204837,20130226,0E-8,500001.00,US,ProShares Global Listed Private Equity ETF,1,USD,0,1174610,22.03500000,3329.00000000,,Equity,Global,20260614
ICE U.S. Treasury 3 -7 Year TR Index,0.150000,,BlackRock Fund Advisors,Optimized,Y,,,"The Fund seeks investment results that correspond to the intermediate-term sector of the U.S. Treasury market as defined by the Barclays Capital 3-7 Year U.S. Treasury Index.  The Index includes all publicly issued, U.S. Treasury securities that have a remaining maturity between 3 and 7 years and are investment grade.",20260614,N,117.21000000,117.34000000,20260616,pd65n101.tday_clpr,,0.000000,117.49000000,18350140000.00,,117.31500000,2026-06-14 00:00:00,117.43000000,20260616,72626777.00000000,618740.00000000,IEI,USD,NAS,ETF,US4642886612,IEI.O,IEI.O,40111250,20070105,0E-8,156600000.00,US,iShares 3-7 Year Treasury Bond ETF,1,USD,0,1100663,117.34000000,618740.00000000,,Bond,United States of America,20260614
Bianco Research Fixed Income TR USD,0.480000,,WisdomTree Asset Management Inc,Optimized,Y,,,The Fund seeks to track the price and yield performance of the Bianco Research Fixed Income Total Return Index. It employs a multi-step rules-based index process administered by an Index Committee to construct and maintain the Index. The rules-based index process defines the fixed income ETF eligibility criteria.,20260614,N,25.17500000,25.23500000,20260616,pd65n101.tday_clpr,,0.000000,25.30000000,106970000.00,,25.23000000,2026-06-14 00:00:00,25.23000000,20260616,132240.00000000,5230.00000000,WTBN,USD,NAS,ETF,US97717Y4513,WTBN.O,WTBN.O,40300555,20231220,0E-8,4250000.00,US,WisdomTree Bianco Total Return Fund,1,USD,0,1350487,25.23500000,5230.00000000,,Bond,United States of America,20260614
S&P AMT-Free Municipal Call Fac Adj 2027 S USD,0.180000,,BlackRock Fund Advisors,Optimized,Y,,,"The Fund seeks to track the investment results of an index composed of investment-grade U.S. municipal bonds maturing after December 31, 2026 an prior December 2, 2027. The index includes municipal bonds from issuers that are state or local governments such that the interest on the bonds is exempt from income taxes.",20260614,N,25.38500000,25.40000000,20260616,pd65n101.tday_clpr,,0.000000,25.45000000,648200000.00,,25.38000000,2026-06-14 00:00:00,25.38500000,20260616,2540866.00000000,100007.00000000,IBMP,USD,AMX,ETF,US46435U2832,IBMP.K,IBMP.K,40226253,20190409,0E-8,25550000.00,US,iShares iBonds Dec 2027 Term Muni Bond ETF,1,USD,0,1100663,25.40000000,100007.00000000,,Bond,United States of America,20260614
Index is not available on Lipper Database,0.500000,,ProShare Advisors LLC,Optimized,Y,,,"The Fund seeks investment results, before fees and expenses, that track the performance of the FTSE High Yield Index. The Index is comprised of long positions in USD-denominated high yield corporate bonds and short positions in US Treasury notes or bonds of approximate equivalent duration to the high yield bonds.",20260614,N,64.82000000,64.76000000,20260616,pd65n101.tday_clpr,,0.000000,64.95340000,174640000.00,,64.65960000,2026-06-14 00:00:00,64.66000000,20260616,597016.00000000,9216.00000000,HYHG,USD,AMX,ETF,US74348A5415,HYHG.K,HYHG.K,40204658,20130521,0E-8,2700001.00,US,ProShares High Yield-Interest Rate Hedged,1,USD,0,1174610,64.76000000,9216.00000000,,Bond,United States of America,20260614
MSCI EAFE NR USD,0.260000,,WisdomTree Asset Management Inc,,,,,"The Fund seeks total return. The Fund seeks to achieve its investment objective by investing in international equity securities and US Treasury futures contracts. The Fund invests in a representative basket of developed market equity securities, excluding the United States and Canada, weighted by market capitalization.",20260614,N,47.28630000,47.55000000,20260616,pd65n101.tday_clpr,,0.000000,47.79000000,498140000.00,,47.50000000,2026-06-14 00:00:00,47.78000000,20260616,4710156.00000000,98977.00000000,NTSI,USD,AMX,ETF,US97717Y6344,NTSI.K,NTSI.K,40232113,20210518,0E-8,10600000.00,US,WisdomTree International Efficient Core Fund,1,USD,0,1350487,47.55000000,98977.00000000,,Mixed Assets,Global Ex US,20260614
MSCI EAFE NR USD,0.800000,,First Trust Advisors LP,,,,,"The Fund seeks is to provide capital appreciation. Under normal market conditions, it seeks to achieve its objective by investing at least 80% of its net assets in common stocks and depositary receipts of developed market companies listed and traded on non-US exchanges that exhibit low future expected volatility.",20260614,N,37.59570000,37.32260000,20260616,pd65n101.tday_clpr,,0.000000,37.50000000,16900000.00,,37.32000000,2026-06-14 00:00:00,37.50000000,20260616,69024.00000000,1846.00000000,HDMV,USD,AMX,ETF,US33739P8712,HDMV.K,HDMV.K,40216692,20160824,0E-8,450002.00,US,First Trust Horizon Managed Vol Dev Intl ETF,1,USD,0,1424212,37.32260000,1846.00000000,,Equity,Global Ex US,20260614
ICE U.S. Treasury 7-10 Year TR USD,0.520000,,ProShare Advisors LLC,Swap,Y,Y,,"The Fund seeks daily investment results, before fees and expenses that correspond to twice (200%) the inverse (opposite) of the daily performance of the Barclays Capital 7-10 Year U.S. Treasury Index.",20260614,N,23.06000000,22.96000000,20260616,pd65n101.tday_clpr,,0.000000,22.97000000,11500000.00,23.000000,22.90000000,2026-06-14 00:00:00,22.90000000,20260616,116529.00000000,5078.00000000,PST,USD,AMX,ETF,US74347R3131,PST,PST,40119534,20080429,0E-8,500000.00,US,ProShares UltraShort 7-10 Year Treasury,1,USD,0,1174610,22.96000000,5078.00000000,N,Bond,United States of America,20260614
MSCI India NR USD,0.750000,,Rafferty Asset Management LLC,Swap,Y,,,"""The Fund seeks daily investment results of 200% of the performance of the MSCI India Index (""""India Index""""). The Fund invests at least 80% of its net assets in financial instruments that track the Index and other financial instruments that provide daily leveraged exposure to the Index or to ETFs that track the Index.""",20260614,N,43.47000000,45.28000000,20260616,pd65n101.tday_clpr,,0.000000,45.49950000,56570000.00,,45.08000000,2026-06-14 00:00:00,45.08000000,20260616,2513663.00000000,55519.00000000,INDL,USD,AMX,ETF,US25490K3317,INDL.K,INDL.K,40122017,20100311,0E-8,1299686.00,US,Direxion Daily MSCI India Bull 2X ETF,1,USD,0,1424958,45.28000000,55519.00000000,,Alternatives,India,20260614
S&P Software & Services Select Industry TR USD,0.350000,,SSGA Funds Management Inc,Optimized,Y,,,"The Fund seeks to replicate the performance of an index derived from the computer software segment of a U.S. total market composite index. The Fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the Index, the S&P Software & Services Select Industry.",20260614,N,166.16000000,167.70000000,20260616,pd65n101.tday_clpr,,0.000000,170.21000000,398630000.00,,167.31000000,2026-06-14 00:00:00,169.85000000,20260616,8222777.00000000,48716.00000000,XSW,USD,AMX,ETF,US78464A5992,XSW,XSW,40193109,20110928,0E-8,2400000.00,US,State Street SPDR S&P Software & Services ETF,1,USD,0,1064642,167.70000000,48716.00000000,,Equity,United States of America,20260614
